configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618064,0m1.815s
1,50%,xz,-3,1,2618064,0m1.826s
10,100%,xz,-9,1,2426816,0m3.000s
11,50%,lzma,-6,16,2426397,0m2.973s
12,75%,xz,-3,32,2618064,0m1.821s
13,50%,lzma,-3,16,2617615,0m1.788s
14,50%,lzma,-6,32,2426397,0m2.944s
15,50%,xz,-6,32,2426816,0m2.970s
16,75%,lzma,-3,16,2617615,0m1.784s
17,75%,lzma,-6,32,2426397,0m2.977s
18,100%,lzma,-6,1,2426397,0m2.958s
19,75%,lzma,-3,1,2617615,0m1.839s
2,75%,xz,-9,16,2426816,0m2.973s
20,75%,lzma,-6,1,2426397,0m2.992s
21,75%,lzma,-6,16,2426397,0m2.930s
22,100%,xz,-9,32,2426816,0m3.002s
23,100%,xz,-9,16,2426816,0m2.982s
24,50%,lzma,-9,32,2426397,0m2.988s
25,50%,lzma,-3,32,2617615,0m1.841s
26,100%,xz,-3,1,2618064,0m1.816s
27,100%,lzma,-9,16,2426397,0m2.966s
28,100%,lzma,-3,1,2617615,0m1.776s
29,50%,lzma,-6,1,2426397,0m2.982s
3,100%,xz,-6,32,2426816,0m2.953s
4,50%,lzma,-3,1,2617615,0m1.810s
5,75%,xz,-3,1,2618064,0m1.795s
6,100%,lzma,-6,16,2426397,0m2.940s
7,75%,xz,-6,32,2426816,0m2.940s
8,50%,xz,-3,32,2618064,0m1.790s
9,75%,xz,-9,32,2426816,0m2.964s
