configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4853736,0m2.847s
1,50%,xz,-3,1,4853736,0m2.852s
10,100%,xz,-9,1,4415072,0m3.554s
11,50%,lzma,-6,16,4414351,0m3.689s
12,75%,xz,-3,32,4853736,0m2.845s
13,50%,lzma,-3,16,4852943,0m2.813s
14,50%,lzma,-6,32,4414351,0m3.699s
15,50%,xz,-6,32,4415072,0m3.654s
16,75%,lzma,-3,16,4852943,0m2.836s
17,75%,lzma,-6,32,4414351,0m3.697s
18,100%,lzma,-6,1,4414351,0m3.691s
19,75%,lzma,-3,1,4852943,0m2.871s
2,75%,xz,-9,16,4415072,0m3.634s
20,75%,lzma,-6,1,4414351,0m3.687s
21,75%,lzma,-6,16,4414351,0m3.694s
22,100%,xz,-9,32,4415072,0m3.567s
23,100%,xz,-9,16,4415072,0m3.555s
24,50%,lzma,-9,32,4414351,0m3.592s
25,50%,lzma,-3,32,4852943,0m2.841s
26,100%,xz,-3,1,4853736,0m2.894s
27,100%,lzma,-9,16,4414351,0m3.609s
28,100%,lzma,-3,1,4852943,0m2.803s
29,50%,lzma,-6,1,4414351,0m3.647s
3,100%,xz,-6,32,4415072,0m3.628s
4,50%,lzma,-3,1,4852943,0m2.843s
5,75%,xz,-3,1,4853736,0m2.841s
6,100%,lzma,-6,16,4414351,0m3.685s
7,75%,xz,-6,32,4415072,0m3.641s
8,50%,xz,-3,32,4853736,0m2.834s
9,75%,xz,-9,32,4415072,0m3.577s
