configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4244480,0m3.059s
1,50%,xz,-3,1,4244480,0m3.032s
10,100%,xz,-9,1,3763616,0m8.562s
11,50%,lzma,-6,16,3786768,0m8.187s
12,75%,xz,-3,32,4244480,0m3.049s
13,50%,lzma,-3,16,4243773,0m3.038s
14,50%,lzma,-6,32,3786768,0m8.250s
15,50%,xz,-6,32,3787400,0m8.291s
16,75%,lzma,-3,16,4243773,0m3.050s
17,75%,lzma,-6,32,3786768,0m8.217s
18,100%,lzma,-6,1,3786768,0m8.200s
19,75%,lzma,-3,1,4243773,0m3.018s
2,75%,xz,-9,16,3763616,0m8.607s
20,75%,lzma,-6,1,3786768,0m8.202s
21,75%,lzma,-6,16,3786768,0m8.219s
22,100%,xz,-9,32,3763616,0m8.488s
23,100%,xz,-9,16,3763616,0m8.555s
24,50%,lzma,-9,32,3762987,0m8.516s
25,50%,lzma,-3,32,4243773,0m3.107s
26,100%,xz,-3,1,4244480,0m3.009s
27,100%,lzma,-9,16,3762987,0m8.512s
28,100%,lzma,-3,1,4243773,0m3.025s
29,50%,lzma,-6,1,3786768,0m8.219s
3,100%,xz,-6,32,3787400,0m8.215s
4,50%,lzma,-3,1,4243773,0m3.035s
5,75%,xz,-3,1,4244480,0m3.056s
6,100%,lzma,-6,16,3786768,0m8.184s
7,75%,xz,-6,32,3787400,0m8.207s
8,50%,xz,-3,32,4244480,0m3.061s
9,75%,xz,-9,32,3763616,0m8.459s
