configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677976,0m1.695s
1,50%,xz,-3,1,1677976,0m1.708s
10,100%,xz,-9,1,1317152,0m4.923s
11,50%,lzma,-6,16,1316901,0m4.824s
12,75%,xz,-3,32,1677976,0m1.713s
13,50%,lzma,-3,16,1677670,0m1.678s
14,50%,lzma,-6,32,1316901,0m4.848s
15,50%,xz,-6,32,1317152,0m4.844s
16,75%,lzma,-3,16,1677670,0m1.696s
17,75%,lzma,-6,32,1316901,0m4.834s
18,100%,lzma,-6,1,1316901,0m4.872s
19,75%,lzma,-3,1,1677670,0m1.682s
2,75%,xz,-9,16,1317152,0m4.896s
20,75%,lzma,-6,1,1316901,0m4.871s
21,75%,lzma,-6,16,1316901,0m4.862s
22,100%,xz,-9,32,1317152,0m4.871s
23,100%,xz,-9,16,1317152,0m4.918s
24,50%,lzma,-9,32,1316901,0m4.928s
25,50%,lzma,-3,32,1677670,0m1.753s
26,100%,xz,-3,1,1677976,0m1.695s
27,100%,lzma,-9,16,1316901,0m4.923s
28,100%,lzma,-3,1,1677670,0m1.691s
29,50%,lzma,-6,1,1316901,0m4.817s
3,100%,xz,-6,32,1317152,0m4.869s
4,50%,lzma,-3,1,1677670,0m1.747s
5,75%,xz,-3,1,1677976,0m1.705s
6,100%,lzma,-6,16,1316901,0m4.828s
7,75%,xz,-6,32,1317152,0m4.862s
8,50%,xz,-3,32,1677976,0m1.698s
9,75%,xz,-9,32,1317152,0m4.960s
