configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515648,0m0.443s
1,50%,xz,-3,1,515648,0m0.457s
10,100%,xz,-9,1,453260,0m1.503s
11,50%,lzma,-6,16,453144,0m1.445s
12,75%,xz,-3,32,515648,0m0.460s
13,50%,lzma,-3,16,515524,0m0.428s
14,50%,lzma,-6,32,453144,0m1.421s
15,50%,xz,-6,32,453260,0m1.434s
16,75%,lzma,-3,16,515524,0m0.459s
17,75%,lzma,-6,32,453144,0m1.421s
18,100%,lzma,-6,1,453144,0m1.440s
19,75%,lzma,-3,1,515524,0m0.452s
2,75%,xz,-9,16,453260,0m1.510s
20,75%,lzma,-6,1,453144,0m1.441s
21,75%,lzma,-6,16,453144,0m1.441s
22,100%,xz,-9,32,453260,0m1.468s
23,100%,xz,-9,16,453260,0m1.492s
24,50%,lzma,-9,32,453144,0m1.500s
25,50%,lzma,-3,32,515524,0m0.451s
26,100%,xz,-3,1,515648,0m0.432s
27,100%,lzma,-9,16,453144,0m1.465s
28,100%,lzma,-3,1,515524,0m0.434s
29,50%,lzma,-6,1,453144,0m1.447s
3,100%,xz,-6,32,453260,0m1.421s
4,50%,lzma,-3,1,515524,0m0.429s
5,75%,xz,-3,1,515648,0m0.440s
6,100%,lzma,-6,16,453144,0m1.442s
7,75%,xz,-6,32,453260,0m1.440s
8,50%,xz,-3,32,515648,0m0.458s
9,75%,xz,-9,32,453260,0m1.476s
