configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10362252,0m12.384s
1,50%,xz,-3,1,10362252,0m12.386s
10,100%,xz,-9,1,8385868,0m34.636s
11,50%,lzma,-6,16,8627467,0m29.885s
12,75%,xz,-3,32,10362252,0m12.472s
13,50%,lzma,-3,16,10360607,0m12.416s
14,50%,lzma,-6,32,8627467,0m30.078s
15,50%,xz,-6,32,8628848,0m29.994s
16,75%,lzma,-3,16,10360607,0m12.533s
17,75%,lzma,-6,32,8627467,0m30.063s
18,100%,lzma,-6,1,8627467,0m29.884s
19,75%,lzma,-3,1,10360607,0m12.441s
2,75%,xz,-9,16,8385868,0m34.676s
20,75%,lzma,-6,1,8627467,0m30.040s
21,75%,lzma,-6,16,8627467,0m30.057s
22,100%,xz,-9,32,8385868,0m34.660s
23,100%,xz,-9,16,8385868,0m34.550s
24,50%,lzma,-9,32,8384529,0m34.322s
25,50%,lzma,-3,32,10360607,0m12.399s
26,100%,xz,-3,1,10362252,0m12.517s
27,100%,lzma,-9,16,8384529,0m34.405s
28,100%,lzma,-3,1,10360607,0m12.372s
29,50%,lzma,-6,1,8627467,0m29.920s
3,100%,xz,-6,32,8628848,0m30.050s
4,50%,lzma,-3,1,10360607,0m12.544s
5,75%,xz,-3,1,10362252,0m12.372s
6,100%,lzma,-6,16,8627467,0m30.068s
7,75%,xz,-6,32,8628848,0m29.969s
8,50%,xz,-3,32,10362252,0m12.468s
9,75%,xz,-9,32,8385868,0m34.471s
