configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914796,0m3.463s
1,50%,xz,-3,1,4914796,0m3.467s
10,100%,xz,-9,1,4489868,0m4.322s
11,50%,lzma,-6,16,4489170,0m4.324s
12,75%,xz,-3,32,4914796,0m3.578s
13,50%,lzma,-3,16,4913990,0m3.529s
14,50%,lzma,-6,32,4489170,0m4.340s
15,50%,xz,-6,32,4489912,0m4.332s
16,75%,lzma,-3,16,4913990,0m3.501s
17,75%,lzma,-6,32,4489170,0m4.311s
18,100%,lzma,-6,1,4489170,0m4.342s
19,75%,lzma,-3,1,4913990,0m3.539s
2,75%,xz,-9,16,4489868,0m4.328s
20,75%,lzma,-6,1,4489170,0m4.302s
21,75%,lzma,-6,16,4489170,0m4.336s
22,100%,xz,-9,32,4489868,0m4.286s
23,100%,xz,-9,16,4489868,0m4.293s
24,50%,lzma,-9,32,4489124,0m4.312s
25,50%,lzma,-3,32,4913990,0m3.496s
26,100%,xz,-3,1,4914796,0m3.509s
27,100%,lzma,-9,16,4489124,0m4.340s
28,100%,lzma,-3,1,4913990,0m3.473s
29,50%,lzma,-6,1,4489170,0m4.278s
3,100%,xz,-6,32,4489912,0m4.313s
4,50%,lzma,-3,1,4913990,0m3.493s
5,75%,xz,-3,1,4914796,0m3.537s
6,100%,lzma,-6,16,4489170,0m4.365s
7,75%,xz,-6,32,4489912,0m4.283s
8,50%,xz,-3,32,4914796,0m3.533s
9,75%,xz,-9,32,4489868,0m4.340s
