configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515656,0m0.455s
1,50%,xz,-3,1,515648,0m0.462s
10,100%,xz,-9,1,453260,0m1.506s
11,50%,lzma,-6,16,453144,0m1.411s
12,75%,xz,-3,32,515656,0m0.481s
13,50%,lzma,-3,16,515524,0m0.433s
14,50%,lzma,-6,32,453144,0m1.398s
15,50%,xz,-6,32,453268,0m1.449s
16,75%,lzma,-3,16,515524,0m0.465s
17,75%,lzma,-6,32,453144,0m1.387s
18,100%,lzma,-6,1,453144,0m1.415s
19,75%,lzma,-3,1,515524,0m0.447s
2,75%,xz,-9,16,453268,0m1.514s
20,75%,lzma,-6,1,453144,0m1.410s
21,75%,lzma,-6,16,453144,0m1.426s
22,100%,xz,-9,32,453268,0m1.494s
23,100%,xz,-9,16,453268,0m1.479s
24,50%,lzma,-9,32,453144,0m1.496s
25,50%,lzma,-3,32,515524,0m0.426s
26,100%,xz,-3,1,515648,0m0.470s
27,100%,lzma,-9,16,453144,0m1.448s
28,100%,lzma,-3,1,515524,0m0.427s
29,50%,lzma,-6,1,453144,0m1.417s
3,100%,xz,-6,32,453268,0m1.415s
4,50%,lzma,-3,1,515524,0m0.426s
5,75%,xz,-3,1,515648,0m0.472s
6,100%,lzma,-6,16,453144,0m1.394s
7,75%,xz,-6,32,453268,0m1.452s
8,50%,xz,-3,32,515656,0m0.458s
9,75%,xz,-9,32,453268,0m1.510s
