configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2131652,0m2.621s
1,50%,xz,-3,1,2131652,0m2.605s
10,100%,xz,-9,1,1738884,0m11.997s
11,50%,lzma,-6,16,1778958,0m11.466s
12,75%,xz,-3,32,2131652,0m2.603s
13,50%,lzma,-3,16,2131278,0m2.591s
14,50%,lzma,-6,32,1778958,0m11.455s
15,50%,xz,-6,32,1779272,0m11.571s
16,75%,lzma,-3,16,2131278,0m2.545s
17,75%,lzma,-6,32,1778958,0m11.426s
18,100%,lzma,-6,1,1778958,0m11.430s
19,75%,lzma,-3,1,2131278,0m2.577s
2,75%,xz,-9,16,1738884,0m11.998s
20,75%,lzma,-6,1,1778958,0m11.491s
21,75%,lzma,-6,16,1778958,0m11.456s
22,100%,xz,-9,32,1738884,0m11.883s
23,100%,xz,-9,16,1738884,0m11.862s
24,50%,lzma,-9,32,1738572,0m11.884s
25,50%,lzma,-3,32,2131278,0m2.549s
26,100%,xz,-3,1,2131652,0m2.606s
27,100%,lzma,-9,16,1738572,0m11.787s
28,100%,lzma,-3,1,2131278,0m2.580s
29,50%,lzma,-6,1,1778958,0m11.470s
3,100%,xz,-6,32,1779272,0m11.651s
4,50%,lzma,-3,1,2131278,0m2.574s
5,75%,xz,-3,1,2131652,0m2.614s
6,100%,lzma,-6,16,1778958,0m11.457s
7,75%,xz,-6,32,1779272,0m11.590s
8,50%,xz,-3,32,2131652,0m2.631s
9,75%,xz,-9,32,1738884,0m11.905s
