configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914796,0m3.583s
1,50%,xz,-3,1,4914796,0m3.534s
10,100%,xz,-9,1,4489868,0m4.377s
11,50%,lzma,-6,16,4489170,0m4.444s
12,75%,xz,-3,32,4914796,0m3.550s
13,50%,lzma,-3,16,4913990,0m3.530s
14,50%,lzma,-6,32,4489170,0m4.403s
15,50%,xz,-6,32,4489912,0m4.377s
16,75%,lzma,-3,16,4913990,0m3.505s
17,75%,lzma,-6,32,4489170,0m4.408s
18,100%,lzma,-6,1,4489170,0m4.375s
19,75%,lzma,-3,1,4913990,0m3.563s
2,75%,xz,-9,16,4489868,0m4.393s
20,75%,lzma,-6,1,4489170,0m4.407s
21,75%,lzma,-6,16,4489170,0m4.401s
22,100%,xz,-9,32,4489868,0m4.366s
23,100%,xz,-9,16,4489868,0m4.401s
24,50%,lzma,-9,32,4489124,0m4.363s
25,50%,lzma,-3,32,4913990,0m3.569s
26,100%,xz,-3,1,4914796,0m3.554s
27,100%,lzma,-9,16,4489124,0m4.410s
28,100%,lzma,-3,1,4913990,0m3.502s
29,50%,lzma,-6,1,4489170,0m4.396s
3,100%,xz,-6,32,4489912,0m4.408s
4,50%,lzma,-3,1,4913990,0m3.556s
5,75%,xz,-3,1,4914796,0m3.524s
6,100%,lzma,-6,16,4489170,0m4.348s
7,75%,xz,-6,32,4489912,0m4.396s
8,50%,xz,-3,32,4914796,0m3.556s
9,75%,xz,-9,32,4489868,0m4.396s
