configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4244480,0m3.175s
1,50%,xz,-3,1,4244480,0m3.195s
10,100%,xz,-9,1,3763616,0m8.958s
11,50%,lzma,-6,16,3786768,0m8.519s
12,75%,xz,-3,32,4244480,0m3.141s
13,50%,lzma,-3,16,4243773,0m3.089s
14,50%,lzma,-6,32,3786768,0m8.540s
15,50%,xz,-6,32,3787400,0m8.741s
16,75%,lzma,-3,16,4243773,0m3.111s
17,75%,lzma,-6,32,3786768,0m8.514s
18,100%,lzma,-6,1,3786768,0m8.569s
19,75%,lzma,-3,1,4243773,0m3.096s
2,75%,xz,-9,16,3763616,0m8.885s
20,75%,lzma,-6,1,3786768,0m8.529s
21,75%,lzma,-6,16,3786768,0m8.488s
22,100%,xz,-9,32,3763616,0m8.887s
23,100%,xz,-9,16,3763616,0m8.865s
24,50%,lzma,-9,32,3762987,0m8.832s
25,50%,lzma,-3,32,4243773,0m3.101s
26,100%,xz,-3,1,4244480,0m3.158s
27,100%,lzma,-9,16,3762987,0m8.879s
28,100%,lzma,-3,1,4243773,0m3.077s
29,50%,lzma,-6,1,3786768,0m8.542s
3,100%,xz,-6,32,3787400,0m8.574s
4,50%,lzma,-3,1,4243773,0m3.053s
5,75%,xz,-3,1,4244480,0m3.164s
6,100%,lzma,-6,16,3786768,0m8.559s
7,75%,xz,-6,32,3787400,0m8.609s
8,50%,xz,-3,32,4244480,0m3.141s
9,75%,xz,-9,32,3763616,0m8.905s
