configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3001844,0m2.683s
1,50%,xz,-3,1,3001844,0m2.705s
10,100%,xz,-9,1,2750272,0m5.483s
11,50%,lzma,-6,16,2749760,0m5.376s
12,75%,xz,-3,32,3001844,0m2.712s
13,50%,lzma,-3,16,3001334,0m2.682s
14,50%,lzma,-6,32,2749760,0m5.357s
15,50%,xz,-6,32,2750228,0m5.385s
16,75%,lzma,-3,16,3001334,0m2.688s
17,75%,lzma,-6,32,2749760,0m5.415s
18,100%,lzma,-6,1,2749760,0m5.347s
19,75%,lzma,-3,1,3001334,0m2.727s
2,75%,xz,-9,16,2750272,0m5.484s
20,75%,lzma,-6,1,2749760,0m5.410s
21,75%,lzma,-6,16,2749760,0m5.388s
22,100%,xz,-9,32,2750272,0m5.515s
23,100%,xz,-9,16,2750272,0m5.455s
24,50%,lzma,-9,32,2749803,0m5.475s
25,50%,lzma,-3,32,3001334,0m2.697s
26,100%,xz,-3,1,3001844,0m2.719s
27,100%,lzma,-9,16,2749803,0m5.465s
28,100%,lzma,-3,1,3001334,0m2.721s
29,50%,lzma,-6,1,2749760,0m5.358s
3,100%,xz,-6,32,2750228,0m5.364s
4,50%,lzma,-3,1,3001334,0m2.717s
5,75%,xz,-3,1,3001844,0m2.696s
6,100%,lzma,-6,16,2749760,0m5.388s
7,75%,xz,-6,32,2750228,0m5.338s
8,50%,xz,-3,32,3001844,0m2.714s
9,75%,xz,-9,32,2750272,0m5.518s
