configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382412,0m4.090s
1,50%,xz,-3,1,3382412,0m4.080s
10,100%,xz,-9,1,2830604,0m8.452s
11,50%,lzma,-6,16,2831189,0m8.287s
12,75%,xz,-3,32,3382412,0m4.094s
13,50%,lzma,-3,16,3381840,0m4.044s
14,50%,lzma,-6,32,2831189,0m8.252s
15,50%,xz,-6,32,2831676,0m8.277s
16,75%,lzma,-3,16,3381840,0m4.073s
17,75%,lzma,-6,32,2831189,0m8.244s
18,100%,lzma,-6,1,2831189,0m8.292s
19,75%,lzma,-3,1,3381840,0m4.075s
2,75%,xz,-9,16,2830604,0m8.439s
20,75%,lzma,-6,1,2831189,0m8.314s
21,75%,lzma,-6,16,2831189,0m8.316s
22,100%,xz,-9,32,2830604,0m8.489s
23,100%,xz,-9,16,2830604,0m8.482s
24,50%,lzma,-9,32,2830116,0m8.388s
25,50%,lzma,-3,32,3381840,0m4.130s
26,100%,xz,-3,1,3382412,0m4.080s
27,100%,lzma,-9,16,2830116,0m8.438s
28,100%,lzma,-3,1,3381840,0m4.076s
29,50%,lzma,-6,1,2831189,0m8.232s
3,100%,xz,-6,32,2831676,0m8.347s
4,50%,lzma,-3,1,3381840,0m4.109s
5,75%,xz,-3,1,3382412,0m4.111s
6,100%,lzma,-6,16,2831189,0m8.270s
7,75%,xz,-6,32,2831676,0m8.306s
8,50%,xz,-3,32,3382412,0m4.094s
9,75%,xz,-9,32,2830604,0m8.485s
