configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515648,0m0.479s
1,50%,xz,-3,1,515648,0m0.481s
10,100%,xz,-9,1,453260,0m1.558s
11,50%,lzma,-6,16,453144,0m1.510s
12,75%,xz,-3,32,515648,0m0.474s
13,50%,lzma,-3,16,515524,0m0.451s
14,50%,lzma,-6,32,453144,0m1.512s
15,50%,xz,-6,32,453260,0m1.533s
16,75%,lzma,-3,16,515524,0m0.469s
17,75%,lzma,-6,32,453144,0m1.499s
18,100%,lzma,-6,1,453144,0m1.511s
19,75%,lzma,-3,1,515524,0m0.462s
2,75%,xz,-9,16,453260,0m1.550s
20,75%,lzma,-6,1,453144,0m1.525s
21,75%,lzma,-6,16,453144,0m1.487s
22,100%,xz,-9,32,453260,0m1.555s
23,100%,xz,-9,16,453260,0m1.553s
24,50%,lzma,-9,32,453144,0m1.561s
25,50%,lzma,-3,32,515524,0m0.442s
26,100%,xz,-3,1,515648,0m0.489s
27,100%,lzma,-9,16,453144,0m1.539s
28,100%,lzma,-3,1,515524,0m0.461s
29,50%,lzma,-6,1,453144,0m1.499s
3,100%,xz,-6,32,453260,0m1.505s
4,50%,lzma,-3,1,515524,0m0.456s
5,75%,xz,-3,1,515648,0m0.478s
6,100%,lzma,-6,16,453144,0m1.496s
7,75%,xz,-6,32,453260,0m1.506s
8,50%,xz,-3,32,515648,0m0.477s
9,75%,xz,-9,32,453260,0m1.584s
