configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618064,0m1.806s
1,50%,xz,-3,1,2618064,0m1.795s
10,100%,xz,-9,1,2426816,0m2.939s
11,50%,lzma,-6,16,2426397,0m2.923s
12,75%,xz,-3,32,2618064,0m1.831s
13,50%,lzma,-3,16,2617615,0m1.789s
14,50%,lzma,-6,32,2426397,0m2.972s
15,50%,xz,-6,32,2426816,0m2.944s
16,75%,lzma,-3,16,2617615,0m1.811s
17,75%,lzma,-6,32,2426397,0m2.958s
18,100%,lzma,-6,1,2426397,0m2.930s
19,75%,lzma,-3,1,2617615,0m1.801s
2,75%,xz,-9,16,2426816,0m2.937s
20,75%,lzma,-6,1,2426397,0m2.942s
21,75%,lzma,-6,16,2426397,0m2.914s
22,100%,xz,-9,32,2426816,0m2.966s
23,100%,xz,-9,16,2426816,0m2.981s
24,50%,lzma,-9,32,2426397,0m2.935s
25,50%,lzma,-3,32,2617615,0m1.770s
26,100%,xz,-3,1,2618064,0m1.797s
27,100%,lzma,-9,16,2426397,0m2.954s
28,100%,lzma,-3,1,2617615,0m1.837s
29,50%,lzma,-6,1,2426397,0m2.900s
3,100%,xz,-6,32,2426816,0m2.983s
4,50%,lzma,-3,1,2617615,0m1.778s
5,75%,xz,-3,1,2618064,0m1.820s
6,100%,lzma,-6,16,2426397,0m2.965s
7,75%,xz,-6,32,2426816,0m2.922s
8,50%,xz,-3,32,2618064,0m1.816s
9,75%,xz,-9,32,2426816,0m2.960s
