configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10362252,0m12.401s
1,50%,xz,-3,1,10362252,0m12.406s
10,100%,xz,-9,1,8385868,0m34.132s
11,50%,lzma,-6,16,8627467,0m29.475s
12,75%,xz,-3,32,10362252,0m12.448s
13,50%,lzma,-3,16,10360607,0m12.417s
14,50%,lzma,-6,32,8627467,0m29.374s
15,50%,xz,-6,32,8628848,0m29.404s
16,75%,lzma,-3,16,10360607,0m12.356s
17,75%,lzma,-6,32,8627467,0m29.300s
18,100%,lzma,-6,1,8627467,0m29.323s
19,75%,lzma,-3,1,10360607,0m12.372s
2,75%,xz,-9,16,8385868,0m34.097s
20,75%,lzma,-6,1,8627467,0m29.393s
21,75%,lzma,-6,16,8627467,0m29.401s
22,100%,xz,-9,32,8385868,0m34.013s
23,100%,xz,-9,16,8385868,0m33.897s
24,50%,lzma,-9,32,8384529,0m33.943s
25,50%,lzma,-3,32,10360607,0m12.427s
26,100%,xz,-3,1,10362252,0m12.437s
27,100%,lzma,-9,16,8384529,0m33.848s
28,100%,lzma,-3,1,10360607,0m12.453s
29,50%,lzma,-6,1,8627467,0m29.295s
3,100%,xz,-6,32,8628848,0m29.498s
4,50%,lzma,-3,1,10360607,0m12.461s
5,75%,xz,-3,1,10362252,0m12.359s
6,100%,lzma,-6,16,8627467,0m29.438s
7,75%,xz,-6,32,8628848,0m29.402s
8,50%,xz,-3,32,10362252,0m12.485s
9,75%,xz,-9,32,8385868,0m34.055s
