configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213138,0m4.173s
1,tiff,1,1,0,1,2214668,0m4.140s
10,png,1,0,1,1,1753355,0m8.208s
11,png,1,0,0,1,1753256,0m8.216s
12,png,0,1,0,0,1894320,0m8.309s
13,png,0,0,0,0,1894279,0m8.241s
14,png,0,0,0,1,1894298,0m8.303s
15,png,0,1,1,0,1894292,0m8.337s
2,tiff,1,0,1,1,2214512,0m4.208s
3,tiff,1,0,0,1,2213421,0m4.184s
4,tiff,0,1,0,0,2400688,0m4.155s
5,tiff,0,0,0,0,2401029,0m4.151s
6,tiff,0,0,0,1,2401094,0m4.266s
7,tiff,0,1,1,0,2400451,0m4.179s
8,png,1,1,1,1,1753321,0m8.239s
9,png,1,1,0,1,1753423,0m8.199s
