configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255184,0m8.243s
1,tiff,1,1,0,1,15255255,0m8.262s
10,png,1,0,1,1,15095128,0m24.932s
11,png,1,0,0,1,15095050,0m24.904s
12,png,0,1,0,0,14807434,0m31.608s
13,png,0,0,0,0,14807387,0m31.670s
14,png,0,0,0,1,14807445,0m31.694s
15,png,0,1,1,0,14807368,0m31.639s
2,tiff,1,0,1,1,15255396,0m8.295s
3,tiff,1,0,0,1,15255175,0m8.349s
4,tiff,0,1,0,0,14377312,0m8.807s
5,tiff,0,0,0,0,14377233,0m8.782s
6,tiff,0,0,0,1,14377450,0m8.882s
7,tiff,0,1,1,0,14377462,0m8.821s
8,png,1,1,1,1,15095094,0m24.855s
9,png,1,1,0,1,15095074,0m24.967s
