configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739165,0m1.687s
1,tiff,1,1,0,1,739163,0m1.717s
10,png,1,0,1,1,739163,0m1.702s
11,png,1,0,0,1,739165,0m1.679s
12,png,0,1,0,0,3168071,0m5.390s
13,png,0,0,0,0,3168071,0m5.376s
14,png,0,0,0,1,3168071,0m5.377s
15,png,0,1,1,0,3168065,0m5.380s
2,tiff,1,0,1,1,739164,0m1.717s
3,tiff,1,0,0,1,739161,0m1.696s
4,tiff,0,1,0,0,4807711,0m1.797s
5,tiff,0,0,0,0,4807709,0m1.797s
6,tiff,0,0,0,1,4807712,0m1.856s
7,tiff,0,1,1,0,4807714,0m1.823s
8,png,1,1,1,1,739163,0m1.717s
9,png,1,1,0,1,739163,0m1.682s
