configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,111,0m3.164s
1,tiff,1,1,0,1,111,0m3.135s
10,png,1,0,1,1,111,0m3.168s
11,png,1,0,0,1,111,0m3.164s
12,png,0,1,0,0,111,0m3.153s
13,png,0,0,0,0,111,0m3.159s
14,png,0,0,0,1,111,0m3.160s
15,png,0,1,1,0,111,0m3.172s
2,tiff,1,0,1,1,111,0m3.164s
3,tiff,1,0,0,1,111,0m3.162s
4,tiff,0,1,0,0,111,0m3.159s
5,tiff,0,0,0,0,111,0m3.161s
6,tiff,0,0,0,1,111,0m3.152s
7,tiff,0,1,1,0,111,0m3.130s
8,png,1,1,1,1,111,0m3.154s
9,png,1,1,0,1,111,0m3.135s
