configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515648,0m0.448s
1,50%,xz,-3,1,515648,0m0.472s
10,100%,xz,-9,1,453260,0m1.489s
11,50%,lzma,-6,16,453144,0m1.426s
12,75%,xz,-3,32,515648,0m0.445s
13,50%,lzma,-3,16,515524,0m0.449s
14,50%,lzma,-6,32,453144,0m1.404s
15,50%,xz,-6,32,453260,0m1.418s
16,75%,lzma,-3,16,515524,0m0.443s
17,75%,lzma,-6,32,453144,0m1.404s
18,100%,lzma,-6,1,453144,0m1.439s
19,75%,lzma,-3,1,515524,0m0.446s
2,75%,xz,-9,16,453260,0m1.498s
20,75%,lzma,-6,1,453144,0m1.429s
21,75%,lzma,-6,16,453144,0m1.456s
22,100%,xz,-9,32,453260,0m1.490s
23,100%,xz,-9,16,453260,0m1.463s
24,50%,lzma,-9,32,453144,0m1.449s
25,50%,lzma,-3,32,515524,0m0.453s
26,100%,xz,-3,1,515648,0m0.443s
27,100%,lzma,-9,16,453144,0m1.455s
28,100%,lzma,-3,1,515524,0m0.454s
29,50%,lzma,-6,1,453144,0m1.401s
3,100%,xz,-6,32,453260,0m1.415s
4,50%,lzma,-3,1,515524,0m0.454s
5,75%,xz,-3,1,515648,0m0.446s
6,100%,lzma,-6,16,453144,0m1.407s
7,75%,xz,-6,32,453260,0m1.449s
8,50%,xz,-3,32,515648,0m0.476s
9,75%,xz,-9,32,453260,0m1.509s
