configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14777004,0m9.780s
1,50%,xz,-3,1,14777004,0m9.747s
10,100%,xz,-9,1,13374160,0m27.191s
11,50%,lzma,-6,16,13497551,0m24.153s
12,75%,xz,-3,32,14777004,0m9.817s
13,50%,lzma,-3,16,14775082,0m9.667s
14,50%,lzma,-6,32,13497551,0m24.108s
15,50%,xz,-6,32,13503600,0m24.157s
16,75%,lzma,-3,16,14775082,0m9.656s
17,75%,lzma,-6,32,13497551,0m23.960s
18,100%,lzma,-6,1,13497551,0m23.928s
19,75%,lzma,-3,1,14775082,0m9.613s
2,75%,xz,-9,16,13374160,0m27.184s
20,75%,lzma,-6,1,13497551,0m24.141s
21,75%,lzma,-6,16,13497551,0m24.055s
22,100%,xz,-9,32,13374160,0m27.376s
23,100%,xz,-9,16,13374160,0m27.298s
24,50%,lzma,-9,32,13365111,0m27.479s
25,50%,lzma,-3,32,14775082,0m9.677s
26,100%,xz,-3,1,14777004,0m9.703s
27,100%,lzma,-9,16,13365111,0m27.217s
28,100%,lzma,-3,1,14775082,0m9.665s
29,50%,lzma,-6,1,13497551,0m24.212s
3,100%,xz,-6,32,13503600,0m24.356s
4,50%,lzma,-3,1,14775082,0m9.707s
5,75%,xz,-3,1,14777004,0m9.781s
6,100%,lzma,-6,16,13497551,0m24.126s
7,75%,xz,-6,32,13503600,0m24.155s
8,50%,xz,-3,32,14777004,0m9.854s
9,75%,xz,-9,32,13374160,0m27.332s
