configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4244480,0m3.075s
1,50%,xz,-3,1,4244480,0m3.079s
10,100%,xz,-9,1,3763616,0m8.403s
11,50%,lzma,-6,16,3786768,0m8.071s
12,75%,xz,-3,32,4244480,0m3.104s
13,50%,lzma,-3,16,4243773,0m3.025s
14,50%,lzma,-6,32,3786768,0m8.039s
15,50%,xz,-6,32,3787400,0m8.075s
16,75%,lzma,-3,16,4243773,0m3.027s
17,75%,lzma,-6,32,3786768,0m8.000s
18,100%,lzma,-6,1,3786768,0m8.080s
19,75%,lzma,-3,1,4243773,0m3.016s
2,75%,xz,-9,16,3763616,0m8.440s
20,75%,lzma,-6,1,3786768,0m8.123s
21,75%,lzma,-6,16,3786768,0m8.094s
22,100%,xz,-9,32,3763616,0m8.399s
23,100%,xz,-9,16,3763616,0m8.460s
24,50%,lzma,-9,32,3762987,0m8.377s
25,50%,lzma,-3,32,4243773,0m3.044s
26,100%,xz,-3,1,4244480,0m3.051s
27,100%,lzma,-9,16,3762987,0m8.388s
28,100%,lzma,-3,1,4243773,0m3.051s
29,50%,lzma,-6,1,3786768,0m8.036s
3,100%,xz,-6,32,3787400,0m8.065s
4,50%,lzma,-3,1,4243773,0m3.013s
5,75%,xz,-3,1,4244480,0m3.122s
6,100%,lzma,-6,16,3786768,0m8.104s
7,75%,xz,-6,32,3787400,0m8.111s
8,50%,xz,-3,32,4244480,0m3.079s
9,75%,xz,-9,32,3763616,0m8.376s
