configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4853736,0m2.828s
1,50%,xz,-3,1,4853736,0m2.828s
10,100%,xz,-9,1,4415072,0m3.573s
11,50%,lzma,-6,16,4414351,0m3.662s
12,75%,xz,-3,32,4853736,0m2.830s
13,50%,lzma,-3,16,4852943,0m2.803s
14,50%,lzma,-6,32,4414351,0m3.618s
15,50%,xz,-6,32,4415072,0m3.653s
16,75%,lzma,-3,16,4852943,0m2.826s
17,75%,lzma,-6,32,4414351,0m3.655s
18,100%,lzma,-6,1,4414351,0m3.646s
19,75%,lzma,-3,1,4852943,0m2.816s
2,75%,xz,-9,16,4415072,0m3.555s
20,75%,lzma,-6,1,4414351,0m3.634s
21,75%,lzma,-6,16,4414351,0m3.636s
22,100%,xz,-9,32,4415072,0m3.561s
23,100%,xz,-9,16,4415072,0m3.593s
24,50%,lzma,-9,32,4414351,0m3.589s
25,50%,lzma,-3,32,4852943,0m2.825s
26,100%,xz,-3,1,4853736,0m2.844s
27,100%,lzma,-9,16,4414351,0m3.550s
28,100%,lzma,-3,1,4852943,0m2.835s
29,50%,lzma,-6,1,4414351,0m3.617s
3,100%,xz,-6,32,4415072,0m3.616s
4,50%,lzma,-3,1,4852943,0m2.820s
5,75%,xz,-3,1,4853736,0m2.860s
6,100%,lzma,-6,16,4414351,0m3.629s
7,75%,xz,-6,32,4415072,0m3.627s
8,50%,xz,-3,32,4853736,0m2.835s
9,75%,xz,-9,32,4415072,0m3.529s
