configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,515648,0m0.447s
1,50%,xz,-3,1,515648,0m0.479s
10,100%,xz,-9,1,453260,0m1.460s
11,50%,lzma,-6,16,453144,0m1.409s
12,75%,xz,-3,32,515648,0m0.442s
13,50%,lzma,-3,16,515524,0m0.470s
14,50%,lzma,-6,32,453144,0m1.397s
15,50%,xz,-6,32,453260,0m1.433s
16,75%,lzma,-3,16,515524,0m0.452s
17,75%,lzma,-6,32,453144,0m1.388s
18,100%,lzma,-6,1,453144,0m1.397s
19,75%,lzma,-3,1,515524,0m0.442s
2,75%,xz,-9,16,453260,0m1.490s
20,75%,lzma,-6,1,453144,0m1.425s
21,75%,lzma,-6,16,453144,0m1.395s
22,100%,xz,-9,32,453260,0m1.458s
23,100%,xz,-9,16,453260,0m1.459s
24,50%,lzma,-9,32,453144,0m1.469s
25,50%,lzma,-3,32,515524,0m0.453s
26,100%,xz,-3,1,515648,0m0.444s
27,100%,lzma,-9,16,453144,0m1.476s
28,100%,lzma,-3,1,515524,0m0.430s
29,50%,lzma,-6,1,453144,0m1.446s
3,100%,xz,-6,32,453260,0m1.426s
4,50%,lzma,-3,1,515524,0m0.430s
5,75%,xz,-3,1,515648,0m0.472s
6,100%,lzma,-6,16,453144,0m1.398s
7,75%,xz,-6,32,453260,0m1.424s
8,50%,xz,-3,32,515648,0m0.479s
9,75%,xz,-9,32,453260,0m1.458s
