configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2131652,0m2.574s
1,50%,xz,-3,1,2131652,0m2.589s
10,100%,xz,-9,1,1738884,0m11.555s
11,50%,lzma,-6,16,1778958,0m11.036s
12,75%,xz,-3,32,2131652,0m2.625s
13,50%,lzma,-3,16,2131278,0m2.470s
14,50%,lzma,-6,32,1778958,0m10.995s
15,50%,xz,-6,32,1779272,0m11.110s
16,75%,lzma,-3,16,2131278,0m2.504s
17,75%,lzma,-6,32,1778958,0m11.050s
18,100%,lzma,-6,1,1778958,0m11.046s
19,75%,lzma,-3,1,2131278,0m2.472s
2,75%,xz,-9,16,1738884,0m11.520s
20,75%,lzma,-6,1,1778958,0m10.971s
21,75%,lzma,-6,16,1778958,0m11.122s
22,100%,xz,-9,32,1738884,0m11.492s
23,100%,xz,-9,16,1738884,0m11.536s
24,50%,lzma,-9,32,1738572,0m11.374s
25,50%,lzma,-3,32,2131278,0m2.494s
26,100%,xz,-3,1,2131652,0m2.549s
27,100%,lzma,-9,16,1738572,0m11.485s
28,100%,lzma,-3,1,2131278,0m2.478s
29,50%,lzma,-6,1,1778958,0m11.073s
3,100%,xz,-6,32,1779272,0m11.153s
4,50%,lzma,-3,1,2131278,0m2.480s
5,75%,xz,-3,1,2131652,0m2.559s
6,100%,lzma,-6,16,1778958,0m11.016s
7,75%,xz,-6,32,1779272,0m11.096s
8,50%,xz,-3,32,2131652,0m2.555s
9,75%,xz,-9,32,1738884,0m11.533s
