configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618064,0m1.801s
1,50%,xz,-3,1,2618064,0m1.815s
10,100%,xz,-9,1,2426816,0m2.958s
11,50%,lzma,-6,16,2426397,0m2.918s
12,75%,xz,-3,32,2618064,0m1.829s
13,50%,lzma,-3,16,2617615,0m1.816s
14,50%,lzma,-6,32,2426397,0m2.923s
15,50%,xz,-6,32,2426816,0m2.942s
16,75%,lzma,-3,16,2617615,0m1.791s
17,75%,lzma,-6,32,2426397,0m2.930s
18,100%,lzma,-6,1,2426397,0m2.903s
19,75%,lzma,-3,1,2617615,0m1.799s
2,75%,xz,-9,16,2426816,0m2.935s
20,75%,lzma,-6,1,2426397,0m2.919s
21,75%,lzma,-6,16,2426397,0m2.904s
22,100%,xz,-9,32,2426816,0m2.929s
23,100%,xz,-9,16,2426816,0m2.956s
24,50%,lzma,-9,32,2426397,0m2.949s
25,50%,lzma,-3,32,2617615,0m1.782s
26,100%,xz,-3,1,2618064,0m1.800s
27,100%,lzma,-9,16,2426397,0m2.968s
28,100%,lzma,-3,1,2617615,0m1.782s
29,50%,lzma,-6,1,2426397,0m2.914s
3,100%,xz,-6,32,2426816,0m2.938s
4,50%,lzma,-3,1,2617615,0m1.825s
5,75%,xz,-3,1,2618064,0m1.824s
6,100%,lzma,-6,16,2426397,0m2.915s
7,75%,xz,-6,32,2426816,0m2.940s
8,50%,xz,-3,32,2618064,0m1.829s
9,75%,xz,-9,32,2426816,0m2.964s
