configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677976,0m1.712s
1,50%,xz,-3,1,1677976,0m1.692s
10,100%,xz,-9,1,1317152,0m4.824s
11,50%,lzma,-6,16,1316901,0m4.723s
12,75%,xz,-3,32,1677976,0m1.707s
13,50%,lzma,-3,16,1677670,0m1.700s
14,50%,lzma,-6,32,1316901,0m4.730s
15,50%,xz,-6,32,1317152,0m4.726s
16,75%,lzma,-3,16,1677670,0m1.688s
17,75%,lzma,-6,32,1316901,0m4.750s
18,100%,lzma,-6,1,1316901,0m4.734s
19,75%,lzma,-3,1,1677670,0m1.678s
2,75%,xz,-9,16,1317152,0m4.816s
20,75%,lzma,-6,1,1316901,0m4.746s
21,75%,lzma,-6,16,1316901,0m4.695s
22,100%,xz,-9,32,1317152,0m4.823s
23,100%,xz,-9,16,1317152,0m4.819s
24,50%,lzma,-9,32,1316901,0m4.787s
25,50%,lzma,-3,32,1677670,0m1.676s
26,100%,xz,-3,1,1677976,0m1.720s
27,100%,lzma,-9,16,1316901,0m4.801s
28,100%,lzma,-3,1,1677670,0m1.705s
29,50%,lzma,-6,1,1316901,0m4.735s
3,100%,xz,-6,32,1317152,0m4.754s
4,50%,lzma,-3,1,1677670,0m1.682s
5,75%,xz,-3,1,1677976,0m1.692s
6,100%,lzma,-6,16,1316901,0m4.743s
7,75%,xz,-6,32,1317152,0m4.733s
8,50%,xz,-3,32,1677976,0m1.698s
9,75%,xz,-9,32,1317152,0m4.823s
