configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10362252,0m12.407s
1,50%,xz,-3,1,10362252,0m12.384s
10,100%,xz,-9,1,8385868,0m33.820s
11,50%,lzma,-6,16,8627467,0m29.316s
12,75%,xz,-3,32,10362252,0m12.441s
13,50%,lzma,-3,16,10360607,0m12.333s
14,50%,lzma,-6,32,8627467,0m29.233s
15,50%,xz,-6,32,8628848,0m29.150s
16,75%,lzma,-3,16,10360607,0m12.352s
17,75%,lzma,-6,32,8627467,0m29.569s
18,100%,lzma,-6,1,8627467,0m29.445s
19,75%,lzma,-3,1,10360607,0m12.401s
2,75%,xz,-9,16,8385868,0m33.998s
20,75%,lzma,-6,1,8627467,0m29.296s
21,75%,lzma,-6,16,8627467,0m29.322s
22,100%,xz,-9,32,8385868,0m33.823s
23,100%,xz,-9,16,8385868,0m33.978s
24,50%,lzma,-9,32,8384529,0m34.056s
25,50%,lzma,-3,32,10360607,0m12.387s
26,100%,xz,-3,1,10362252,0m12.564s
27,100%,lzma,-9,16,8384529,0m33.871s
28,100%,lzma,-3,1,10360607,0m12.361s
29,50%,lzma,-6,1,8627467,0m29.200s
3,100%,xz,-6,32,8628848,0m29.463s
4,50%,lzma,-3,1,10360607,0m12.369s
5,75%,xz,-3,1,10362252,0m12.497s
6,100%,lzma,-6,16,8627467,0m29.317s
7,75%,xz,-6,32,8628848,0m29.444s
8,50%,xz,-3,32,10362252,0m12.506s
9,75%,xz,-9,32,8385868,0m33.914s
