configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382412,0m4.033s
1,50%,xz,-3,1,3382412,0m4.016s
10,100%,xz,-9,1,2830604,0m8.014s
11,50%,lzma,-6,16,2831189,0m7.838s
12,75%,xz,-3,32,3382412,0m3.960s
13,50%,lzma,-3,16,3381840,0m3.960s
14,50%,lzma,-6,32,2831189,0m7.808s
15,50%,xz,-6,32,2831676,0m7.804s
16,75%,lzma,-3,16,3381840,0m3.920s
17,75%,lzma,-6,32,2831189,0m7.778s
18,100%,lzma,-6,1,2831189,0m7.789s
19,75%,lzma,-3,1,3381840,0m3.961s
2,75%,xz,-9,16,2830604,0m7.980s
20,75%,lzma,-6,1,2831189,0m7.818s
21,75%,lzma,-6,16,2831189,0m7.810s
22,100%,xz,-9,32,2830604,0m8.057s
23,100%,xz,-9,16,2830604,0m7.971s
24,50%,lzma,-9,32,2830116,0m7.970s
25,50%,lzma,-3,32,3381840,0m3.970s
26,100%,xz,-3,1,3382412,0m3.982s
27,100%,lzma,-9,16,2830116,0m8.006s
28,100%,lzma,-3,1,3381840,0m3.982s
29,50%,lzma,-6,1,2831189,0m7.854s
3,100%,xz,-6,32,2831676,0m7.823s
4,50%,lzma,-3,1,3381840,0m3.981s
5,75%,xz,-3,1,3382412,0m3.991s
6,100%,lzma,-6,16,2831189,0m7.847s
7,75%,xz,-6,32,2831676,0m7.879s
8,50%,xz,-3,32,3382412,0m3.983s
9,75%,xz,-9,32,2830604,0m7.987s
