configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914796,0m3.486s
1,50%,xz,-3,1,4914796,0m3.475s
10,100%,xz,-9,1,4489868,0m4.240s
11,50%,lzma,-6,16,4489170,0m4.244s
12,75%,xz,-3,32,4914796,0m3.508s
13,50%,lzma,-3,16,4913990,0m3.446s
14,50%,lzma,-6,32,4489170,0m4.238s
15,50%,xz,-6,32,4489912,0m4.271s
16,75%,lzma,-3,16,4913990,0m3.440s
17,75%,lzma,-6,32,4489170,0m4.256s
18,100%,lzma,-6,1,4489170,0m4.257s
19,75%,lzma,-3,1,4913990,0m3.454s
2,75%,xz,-9,16,4489868,0m4.265s
20,75%,lzma,-6,1,4489170,0m4.253s
21,75%,lzma,-6,16,4489170,0m4.264s
22,100%,xz,-9,32,4489868,0m4.242s
23,100%,xz,-9,16,4489868,0m4.427s
24,50%,lzma,-9,32,4489124,0m4.222s
25,50%,lzma,-3,32,4913990,0m3.483s
26,100%,xz,-3,1,4914796,0m3.458s
27,100%,lzma,-9,16,4489124,0m4.245s
28,100%,lzma,-3,1,4913990,0m3.453s
29,50%,lzma,-6,1,4489170,0m4.248s
3,100%,xz,-6,32,4489912,0m4.263s
4,50%,lzma,-3,1,4913990,0m3.501s
5,75%,xz,-3,1,4914796,0m3.474s
6,100%,lzma,-6,16,4489170,0m4.238s
7,75%,xz,-6,32,4489912,0m4.273s
8,50%,xz,-3,32,4914796,0m3.499s
9,75%,xz,-9,32,4489868,0m4.232s
