configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4248448,0m2.060s
1,50%,xz,-3,1,4244480,0m3.127s
10,100%,xz,-9,1,3763616,0m8.913s
11,50%,lzma,-6,16,3786768,0m8.575s
12,75%,xz,-3,32,4248448,0m2.088s
13,50%,lzma,-3,16,4243773,0m3.129s
14,50%,lzma,-6,32,3786768,0m8.559s
15,50%,xz,-6,32,3787408,0m8.621s
16,75%,lzma,-3,16,4243773,0m3.090s
17,75%,lzma,-6,32,3786768,0m8.589s
18,100%,lzma,-6,1,3786768,0m8.589s
19,75%,lzma,-3,1,4243773,0m3.079s
2,75%,xz,-9,16,3763624,0m8.964s
20,75%,lzma,-6,1,3786768,0m8.584s
21,75%,lzma,-6,16,3786768,0m8.603s
22,100%,xz,-9,32,3763624,0m8.954s
23,100%,xz,-9,16,3763624,0m8.940s
24,50%,lzma,-9,32,3762987,0m8.919s
25,50%,lzma,-3,32,4243773,0m3.087s
26,100%,xz,-3,1,4244480,0m3.170s
27,100%,lzma,-9,16,3762987,0m8.926s
28,100%,lzma,-3,1,4243773,0m3.071s
29,50%,lzma,-6,1,3786768,0m8.598s
3,100%,xz,-6,32,3787408,0m8.622s
4,50%,lzma,-3,1,4243773,0m3.104s
5,75%,xz,-3,1,4244480,0m3.129s
6,100%,lzma,-6,16,3786768,0m8.582s
7,75%,xz,-6,32,3787408,0m8.623s
8,50%,xz,-3,32,4248448,0m2.086s
9,75%,xz,-9,32,3763624,0m8.946s
