configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,1677984,0m1.752s
1,50%,xz,-3,1,1677976,0m1.726s
10,100%,xz,-9,1,1317152,0m5.224s
11,50%,lzma,-6,16,1316901,0m5.187s
12,75%,xz,-3,32,1677984,0m1.745s
13,50%,lzma,-3,16,1677670,0m1.713s
14,50%,lzma,-6,32,1316901,0m5.143s
15,50%,xz,-6,32,1317160,0m5.162s
16,75%,lzma,-3,16,1677670,0m1.780s
17,75%,lzma,-6,32,1316901,0m5.110s
18,100%,lzma,-6,1,1316901,0m5.119s
19,75%,lzma,-3,1,1677670,0m1.740s
2,75%,xz,-9,16,1317160,0m5.227s
20,75%,lzma,-6,1,1316901,0m5.113s
21,75%,lzma,-6,16,1316901,0m5.134s
22,100%,xz,-9,32,1317160,0m5.219s
23,100%,xz,-9,16,1317160,0m5.192s
24,50%,lzma,-9,32,1316901,0m5.196s
25,50%,lzma,-3,32,1677670,0m1.733s
26,100%,xz,-3,1,1677976,0m1.762s
27,100%,lzma,-9,16,1316901,0m5.179s
28,100%,lzma,-3,1,1677670,0m1.739s
29,50%,lzma,-6,1,1316901,0m5.143s
3,100%,xz,-6,32,1317160,0m5.152s
4,50%,lzma,-3,1,1677670,0m1.744s
5,75%,xz,-3,1,1677976,0m1.757s
6,100%,lzma,-6,16,1316901,0m5.136s
7,75%,xz,-6,32,1317160,0m5.121s
8,50%,xz,-3,32,1677984,0m1.733s
9,75%,xz,-9,32,1317160,0m5.232s
