configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618072,0m1.853s
1,50%,xz,-3,1,2618064,0m1.870s
10,100%,xz,-9,1,2426816,0m3.139s
11,50%,lzma,-6,16,2426397,0m3.075s
12,75%,xz,-3,32,2618072,0m1.835s
13,50%,lzma,-3,16,2617615,0m1.811s
14,50%,lzma,-6,32,2426397,0m3.105s
15,50%,xz,-6,32,2426824,0m3.126s
16,75%,lzma,-3,16,2617615,0m1.835s
17,75%,lzma,-6,32,2426397,0m3.123s
18,100%,lzma,-6,1,2426397,0m3.066s
19,75%,lzma,-3,1,2617615,0m1.843s
2,75%,xz,-9,16,2426824,0m3.141s
20,75%,lzma,-6,1,2426397,0m3.082s
21,75%,lzma,-6,16,2426397,0m3.093s
22,100%,xz,-9,32,2426824,0m3.157s
23,100%,xz,-9,16,2426824,0m3.127s
24,50%,lzma,-9,32,2426397,0m3.135s
25,50%,lzma,-3,32,2617615,0m1.839s
26,100%,xz,-3,1,2618064,0m1.885s
27,100%,lzma,-9,16,2426397,0m3.122s
28,100%,lzma,-3,1,2617615,0m1.865s
29,50%,lzma,-6,1,2426397,0m3.072s
3,100%,xz,-6,32,2426824,0m3.123s
4,50%,lzma,-3,1,2617615,0m1.820s
5,75%,xz,-3,1,2618064,0m1.840s
6,100%,lzma,-6,16,2426397,0m3.099s
7,75%,xz,-6,32,2426824,0m3.091s
8,50%,xz,-3,32,2618072,0m1.890s
9,75%,xz,-9,32,2426824,0m3.198s
