configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10432656,0m5.333s
1,50%,xz,-3,1,10362252,0m12.661s
10,100%,xz,-9,1,8385868,0m36.226s
11,50%,lzma,-6,16,8627467,0m31.553s
12,75%,xz,-3,32,10432656,0m5.303s
13,50%,lzma,-3,16,10360607,0m12.551s
14,50%,lzma,-6,32,8627467,0m31.485s
15,50%,xz,-6,32,8712308,0m19.746s
16,75%,lzma,-3,16,10360607,0m12.571s
17,75%,lzma,-6,32,8627467,0m31.550s
18,100%,lzma,-6,1,8627467,0m31.358s
19,75%,lzma,-3,1,10360607,0m12.715s
2,75%,xz,-9,16,8385876,0m36.227s
20,75%,lzma,-6,1,8627467,0m31.807s
21,75%,lzma,-6,16,8627467,0m31.712s
22,100%,xz,-9,32,8385876,0m36.293s
23,100%,xz,-9,16,8385876,0m36.254s
24,50%,lzma,-9,32,8384529,0m36.023s
25,50%,lzma,-3,32,10360607,0m13.044s
26,100%,xz,-3,1,10362252,0m12.607s
27,100%,lzma,-9,16,8384529,0m36.029s
28,100%,lzma,-3,1,10360607,0m12.737s
29,50%,lzma,-6,1,8627467,0m31.841s
3,100%,xz,-6,32,8712308,0m19.875s
4,50%,lzma,-3,1,10360607,0m12.663s
5,75%,xz,-3,1,10362252,0m12.621s
6,100%,lzma,-6,16,8627467,0m31.574s
7,75%,xz,-6,32,8712308,0m19.829s
8,50%,xz,-3,32,10432656,0m5.274s
9,75%,xz,-9,32,8385876,0m36.341s
