configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382420,0m4.022s
1,50%,xz,-3,1,3382412,0m3.988s
10,100%,xz,-9,1,2830604,0m8.002s
11,50%,lzma,-6,16,2831189,0m7.777s
12,75%,xz,-3,32,3382420,0m4.016s
13,50%,lzma,-3,16,3381840,0m3.977s
14,50%,lzma,-6,32,2831189,0m7.780s
15,50%,xz,-6,32,2831684,0m7.855s
16,75%,lzma,-3,16,3381840,0m3.920s
17,75%,lzma,-6,32,2831189,0m7.811s
18,100%,lzma,-6,1,2831189,0m7.765s
19,75%,lzma,-3,1,3381840,0m4.011s
2,75%,xz,-9,16,2830612,0m8.018s
20,75%,lzma,-6,1,2831189,0m7.801s
21,75%,lzma,-6,16,2831189,0m7.779s
22,100%,xz,-9,32,2830612,0m7.965s
23,100%,xz,-9,16,2830612,0m8.016s
24,50%,lzma,-9,32,2830116,0m7.929s
25,50%,lzma,-3,32,3381840,0m3.995s
26,100%,xz,-3,1,3382412,0m3.954s
27,100%,lzma,-9,16,2830116,0m7.971s
28,100%,lzma,-3,1,3381840,0m3.978s
29,50%,lzma,-6,1,2831189,0m7.852s
3,100%,xz,-6,32,2831684,0m7.818s
4,50%,lzma,-3,1,3381840,0m3.967s
5,75%,xz,-3,1,3382412,0m3.961s
6,100%,lzma,-6,16,2831189,0m7.801s
7,75%,xz,-6,32,2831684,0m7.821s
8,50%,xz,-3,32,3382420,0m3.992s
9,75%,xz,-9,32,2830612,0m7.955s
