configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2149748,0m1.275s
1,50%,xz,-3,1,2131652,0m2.566s
10,100%,xz,-9,1,1738884,0m11.559s
11,50%,lzma,-6,16,1778958,0m11.102s
12,75%,xz,-3,32,2149748,0m1.294s
13,50%,lzma,-3,16,2131278,0m2.504s
14,50%,lzma,-6,32,1778958,0m11.073s
15,50%,xz,-6,32,1797072,0m8.411s
16,75%,lzma,-3,16,2131278,0m2.474s
17,75%,lzma,-6,32,1778958,0m11.208s
18,100%,lzma,-6,1,1778958,0m11.072s
19,75%,lzma,-3,1,2131278,0m2.499s
2,75%,xz,-9,16,1738892,0m11.609s
20,75%,lzma,-6,1,1778958,0m11.069s
21,75%,lzma,-6,16,1778958,0m11.163s
22,100%,xz,-9,32,1738892,0m11.584s
23,100%,xz,-9,16,1738892,0m11.572s
24,50%,lzma,-9,32,1738572,0m11.453s
25,50%,lzma,-3,32,2131278,0m2.529s
26,100%,xz,-3,1,2131652,0m2.547s
27,100%,lzma,-9,16,1738572,0m11.549s
28,100%,lzma,-3,1,2131278,0m2.501s
29,50%,lzma,-6,1,1778958,0m11.050s
3,100%,xz,-6,32,1797072,0m8.412s
4,50%,lzma,-3,1,2131278,0m2.496s
5,75%,xz,-3,1,2131652,0m2.610s
6,100%,lzma,-6,16,1778958,0m11.109s
7,75%,xz,-6,32,1797072,0m8.396s
8,50%,xz,-3,32,2149748,0m1.273s
9,75%,xz,-9,32,1738892,0m11.587s
