configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4248448,0m2.066s
1,50%,xz,-3,1,4244480,0m3.096s
10,100%,xz,-9,1,3763616,0m8.349s
11,50%,lzma,-6,16,3786768,0m8.034s
12,75%,xz,-3,32,4248448,0m2.068s
13,50%,lzma,-3,16,4243773,0m3.049s
14,50%,lzma,-6,32,3786768,0m7.996s
15,50%,xz,-6,32,3787408,0m8.062s
16,75%,lzma,-3,16,4243773,0m3.031s
17,75%,lzma,-6,32,3786768,0m7.986s
18,100%,lzma,-6,1,3786768,0m8.083s
19,75%,lzma,-3,1,4243773,0m3.065s
2,75%,xz,-9,16,3763624,0m8.402s
20,75%,lzma,-6,1,3786768,0m7.997s
21,75%,lzma,-6,16,3786768,0m8.024s
22,100%,xz,-9,32,3763624,0m8.382s
23,100%,xz,-9,16,3763624,0m8.429s
24,50%,lzma,-9,32,3762987,0m8.356s
25,50%,lzma,-3,32,4243773,0m3.021s
26,100%,xz,-3,1,4244480,0m3.037s
27,100%,lzma,-9,16,3762987,0m8.305s
28,100%,lzma,-3,1,4243773,0m3.057s
29,50%,lzma,-6,1,3786768,0m7.989s
3,100%,xz,-6,32,3787408,0m8.033s
4,50%,lzma,-3,1,4243773,0m2.998s
5,75%,xz,-3,1,4244480,0m3.060s
6,100%,lzma,-6,16,3786768,0m8.004s
7,75%,xz,-6,32,3787408,0m8.064s
8,50%,xz,-3,32,4248448,0m2.076s
9,75%,xz,-9,32,3763624,0m8.378s
