configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213243,0m4.233s
1,tiff,1,1,0,1,2214656,0m4.242s
10,png,1,0,1,1,1753377,0m8.239s
11,png,1,0,0,1,1753342,0m8.213s
12,png,0,1,0,0,1894635,0m8.352s
13,png,0,0,0,0,1894343,0m8.288s
14,png,0,0,0,1,1894620,0m8.305s
15,png,0,1,1,0,1894350,0m8.284s
2,tiff,1,0,1,1,2214686,0m4.270s
3,tiff,1,0,0,1,2214603,0m4.183s
4,tiff,0,1,0,0,2400030,0m4.245s
5,tiff,0,0,0,0,2400347,0m4.240s
6,tiff,0,0,0,1,2401020,0m4.267s
7,tiff,0,1,1,0,2400364,0m4.272s
8,png,1,1,1,1,1753455,0m8.287s
9,png,1,1,0,1,1753299,0m8.296s
