configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255437,0m8.252s
1,tiff,1,1,0,1,15255232,0m8.314s
10,png,1,0,1,1,15095080,0m24.995s
11,png,1,0,0,1,15095098,0m24.933s
12,png,0,1,0,0,14807432,0m31.607s
13,png,0,0,0,0,14807400,0m31.608s
14,png,0,0,0,1,14807386,0m31.533s
15,png,0,1,1,0,14807399,0m31.625s
2,tiff,1,0,1,1,15255292,0m8.354s
3,tiff,1,0,0,1,15255320,0m8.250s
4,tiff,0,1,0,0,14377429,0m8.785s
5,tiff,0,0,0,0,14377591,0m8.831s
6,tiff,0,0,0,1,14377413,0m8.762s
7,tiff,0,1,1,0,14377334,0m8.814s
8,png,1,1,1,1,15095075,0m24.872s
9,png,1,1,0,1,15095091,0m24.910s
