configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739163,0m1.751s
1,tiff,1,1,0,1,739164,0m1.724s
10,png,1,0,1,1,739163,0m1.690s
11,png,1,0,0,1,739164,0m1.724s
12,png,0,1,0,0,3168070,0m5.467s
13,png,0,0,0,0,3168074,0m5.455s
14,png,0,0,0,1,3168071,0m5.455s
15,png,0,1,1,0,3168074,0m5.429s
2,tiff,1,0,1,1,739164,0m1.731s
3,tiff,1,0,0,1,739164,0m1.718s
4,tiff,0,1,0,0,4807717,0m1.826s
5,tiff,0,0,0,0,4807724,0m1.812s
6,tiff,0,0,0,1,4807710,0m1.820s
7,tiff,0,1,1,0,4807724,0m1.858s
8,png,1,1,1,1,739163,0m1.697s
9,png,1,1,0,1,739165,0m1.694s
