configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,112,0m3.158s
1,tiff,1,1,0,1,112,0m3.179s
10,png,1,0,1,1,112,0m3.188s
11,png,1,0,0,1,112,0m3.151s
12,png,0,1,0,0,112,0m3.147s
13,png,0,0,0,0,112,0m3.162s
14,png,0,0,0,1,112,0m3.149s
15,png,0,1,1,0,112,0m3.144s
2,tiff,1,0,1,1,112,0m3.180s
3,tiff,1,0,0,1,112,0m3.166s
4,tiff,0,1,0,0,112,0m3.172s
5,tiff,0,0,0,0,112,0m3.143s
6,tiff,0,0,0,1,112,0m3.184s
7,tiff,0,1,1,0,112,0m3.152s
8,png,1,1,1,1,112,0m3.177s
9,png,1,1,0,1,112,0m3.172s
