configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,112,0m3.146s
1,tiff,1,1,0,1,112,0m3.175s
10,png,1,0,1,1,112,0m3.173s
11,png,1,0,0,1,112,0m3.156s
12,png,0,1,0,0,112,0m3.178s
13,png,0,0,0,0,112,0m3.154s
14,png,0,0,0,1,112,0m3.163s
15,png,0,1,1,0,112,0m3.170s
2,tiff,1,0,1,1,112,0m3.177s
3,tiff,1,0,0,1,112,0m3.180s
4,tiff,0,1,0,0,112,0m3.170s
5,tiff,0,0,0,0,112,0m3.149s
6,tiff,0,0,0,1,112,0m3.167s
7,tiff,0,1,1,0,112,0m3.147s
8,png,1,1,1,1,112,0m3.191s
9,png,1,1,0,1,112,0m3.173s
