configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255329,0m8.287s
1,tiff,1,1,0,1,15255379,0m8.376s
10,png,1,0,1,1,15095108,0m24.977s
11,png,1,0,0,1,15095115,0m24.761s
12,png,0,1,0,0,14807394,0m31.612s
13,png,0,0,0,0,14807425,0m31.671s
14,png,0,0,0,1,14807387,0m31.674s
15,png,0,1,1,0,14807430,0m31.709s
2,tiff,1,0,1,1,15255428,0m8.346s
3,tiff,1,0,0,1,15255233,0m8.417s
4,tiff,0,1,0,0,14377510,0m8.774s
5,tiff,0,0,0,0,14377548,0m8.780s
6,tiff,0,0,0,1,14376912,0m8.785s
7,tiff,0,1,1,0,14377491,0m8.742s
8,png,1,1,1,1,15095113,0m24.935s
9,png,1,1,0,1,15095120,0m24.854s
