configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,3273914,0m5.489s
1,tiff,1,1,0,1,3273889,0m5.434s
10,png,1,0,1,1,3254946,0m8.780s
11,png,1,0,0,1,3254956,0m8.859s
12,png,0,1,0,0,8502352,0m26.027s
13,png,0,0,0,0,8502331,0m25.970s
14,png,0,0,0,1,8502369,0m26.161s
15,png,0,1,1,0,8502319,0m26.048s
2,tiff,1,0,1,1,3274010,0m5.451s
3,tiff,1,0,0,1,3273965,0m5.460s
4,tiff,0,1,0,0,10068915,0m6.178s
5,tiff,0,0,0,0,10068889,0m6.173s
6,tiff,0,0,0,1,10068784,0m6.188s
7,tiff,0,1,1,0,10068833,0m6.164s
8,png,1,1,1,1,3254954,0m8.900s
9,png,1,1,0,1,3254946,0m8.835s
