configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,2213190,0m4.222s
1,tiff,1,1,0,1,2214599,0m4.184s
10,png,1,0,1,1,1753377,0m8.209s
11,png,1,0,0,1,1753278,0m8.263s
12,png,0,1,0,0,1894347,0m8.329s
13,png,0,0,0,0,1894336,0m8.341s
14,png,0,0,0,1,1894580,0m8.354s
15,png,0,1,1,0,1894326,0m8.329s
2,tiff,1,0,1,1,2213112,0m4.186s
3,tiff,1,0,0,1,2213136,0m4.222s
4,tiff,0,1,0,0,2400773,0m4.254s
5,tiff,0,0,0,0,2400710,0m4.296s
6,tiff,0,0,0,1,2401347,0m4.262s
7,tiff,0,1,1,0,2400422,0m4.295s
8,png,1,1,1,1,1753223,0m8.256s
9,png,1,1,0,1,1753407,0m8.325s
