configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1536653,0m1.860s
1,tiff,1,1,0,1,1536671,0m1.916s
10,png,1,0,1,1,1615749,0m3.575s
11,png,1,0,0,1,1615761,0m3.550s
12,png,0,1,0,0,1843158,0m3.735s
13,png,0,0,0,0,1843148,0m3.716s
14,png,0,0,0,1,1843172,0m3.659s
15,png,0,1,1,0,1843158,0m3.764s
2,tiff,1,0,1,1,1536642,0m1.887s
3,tiff,1,0,0,1,1536654,0m1.883s
4,tiff,0,1,0,0,1795124,0m1.924s
5,tiff,0,0,0,0,1795178,0m1.859s
6,tiff,0,0,0,1,1795109,0m1.891s
7,tiff,0,1,1,0,1795181,0m1.862s
8,png,1,1,1,1,1615761,0m3.522s
9,png,1,1,0,1,1615772,0m3.545s
