configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4853744,0m2.853s
1,50%,xz,-3,1,4853736,0m2.844s
10,100%,xz,-9,1,4415072,0m3.552s
11,50%,lzma,-6,16,4414351,0m3.634s
12,75%,xz,-3,32,4853744,0m2.881s
13,50%,lzma,-3,16,4852943,0m2.859s
14,50%,lzma,-6,32,4414351,0m3.591s
15,50%,xz,-6,32,4415080,0m3.658s
16,75%,lzma,-3,16,4852943,0m2.843s
17,75%,lzma,-6,32,4414351,0m3.625s
18,100%,lzma,-6,1,4414351,0m3.630s
19,75%,lzma,-3,1,4852943,0m2.814s
2,75%,xz,-9,16,4415080,0m3.542s
20,75%,lzma,-6,1,4414351,0m3.616s
21,75%,lzma,-6,16,4414351,0m3.582s
22,100%,xz,-9,32,4415080,0m3.555s
23,100%,xz,-9,16,4415080,0m3.603s
24,50%,lzma,-9,32,4414351,0m3.529s
25,50%,lzma,-3,32,4852943,0m2.860s
26,100%,xz,-3,1,4853736,0m2.815s
27,100%,lzma,-9,16,4414351,0m3.554s
28,100%,lzma,-3,1,4852943,0m2.825s
29,50%,lzma,-6,1,4414351,0m3.598s
3,100%,xz,-6,32,4415080,0m3.640s
4,50%,lzma,-3,1,4852943,0m2.830s
5,75%,xz,-3,1,4853736,0m2.833s
6,100%,lzma,-6,16,4414351,0m3.572s
7,75%,xz,-6,32,4415080,0m3.623s
8,50%,xz,-3,32,4853744,0m2.886s
9,75%,xz,-9,32,4415080,0m3.573s
