configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,4914804,0m3.502s
1,50%,xz,-3,1,4914796,0m3.467s
10,100%,xz,-9,1,4489868,0m4.237s
11,50%,lzma,-6,16,4489170,0m4.212s
12,75%,xz,-3,32,4914804,0m3.487s
13,50%,lzma,-3,16,4913990,0m3.467s
14,50%,lzma,-6,32,4489170,0m4.242s
15,50%,xz,-6,32,4489920,0m4.254s
16,75%,lzma,-3,16,4913990,0m3.424s
17,75%,lzma,-6,32,4489170,0m4.201s
18,100%,lzma,-6,1,4489170,0m4.204s
19,75%,lzma,-3,1,4913990,0m3.431s
2,75%,xz,-9,16,4489876,0m4.283s
20,75%,lzma,-6,1,4489170,0m4.241s
21,75%,lzma,-6,16,4489170,0m4.244s
22,100%,xz,-9,32,4489876,0m4.292s
23,100%,xz,-9,16,4489876,0m4.269s
24,50%,lzma,-9,32,4489124,0m4.197s
25,50%,lzma,-3,32,4913990,0m3.477s
26,100%,xz,-3,1,4914796,0m3.506s
27,100%,lzma,-9,16,4489124,0m4.248s
28,100%,lzma,-3,1,4913990,0m3.459s
29,50%,lzma,-6,1,4489170,0m4.242s
3,100%,xz,-6,32,4489920,0m4.281s
4,50%,lzma,-3,1,4913990,0m3.499s
5,75%,xz,-3,1,4914796,0m3.514s
6,100%,lzma,-6,16,4489170,0m4.217s
7,75%,xz,-6,32,4489920,0m4.278s
8,50%,xz,-3,32,4914804,0m3.473s
9,75%,xz,-9,32,4489876,0m4.283s
