configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10432656,0m5.200s
1,50%,xz,-3,1,10362252,0m12.406s
10,100%,xz,-9,1,8385868,0m34.015s
11,50%,lzma,-6,16,8627467,0m29.229s
12,75%,xz,-3,32,10432656,0m5.212s
13,50%,lzma,-3,16,10360607,0m12.268s
14,50%,lzma,-6,32,8627467,0m29.224s
15,50%,xz,-6,32,8712308,0m18.434s
16,75%,lzma,-3,16,10360607,0m12.330s
17,75%,lzma,-6,32,8627467,0m29.160s
18,100%,lzma,-6,1,8627467,0m29.233s
19,75%,lzma,-3,1,10360607,0m12.431s
2,75%,xz,-9,16,8385876,0m33.934s
20,75%,lzma,-6,1,8627467,0m29.274s
21,75%,lzma,-6,16,8627467,0m29.212s
22,100%,xz,-9,32,8385876,0m33.959s
23,100%,xz,-9,16,8385876,0m33.874s
24,50%,lzma,-9,32,8384529,0m33.809s
25,50%,lzma,-3,32,10360607,0m12.311s
26,100%,xz,-3,1,10362252,0m12.558s
27,100%,lzma,-9,16,8384529,0m33.682s
28,100%,lzma,-3,1,10360607,0m12.432s
29,50%,lzma,-6,1,8627467,0m29.131s
3,100%,xz,-6,32,8712308,0m18.539s
4,50%,lzma,-3,1,10360607,0m12.282s
5,75%,xz,-3,1,10362252,0m12.429s
6,100%,lzma,-6,16,8627467,0m29.373s
7,75%,xz,-6,32,8712308,0m18.500s
8,50%,xz,-3,32,10432656,0m5.208s
9,75%,xz,-9,32,8385876,0m33.887s
