configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2618072,0m1.821s
1,50%,xz,-3,1,2618064,0m1.815s
10,100%,xz,-9,1,2426816,0m2.940s
11,50%,lzma,-6,16,2426397,0m2.905s
12,75%,xz,-3,32,2618072,0m1.826s
13,50%,lzma,-3,16,2617615,0m1.803s
14,50%,lzma,-6,32,2426397,0m2.890s
15,50%,xz,-6,32,2426824,0m2.938s
16,75%,lzma,-3,16,2617615,0m1.778s
17,75%,lzma,-6,32,2426397,0m2.936s
18,100%,lzma,-6,1,2426397,0m2.909s
19,75%,lzma,-3,1,2617615,0m1.768s
2,75%,xz,-9,16,2426824,0m2.955s
20,75%,lzma,-6,1,2426397,0m2.916s
21,75%,lzma,-6,16,2426397,0m2.955s
22,100%,xz,-9,32,2426824,0m2.974s
23,100%,xz,-9,16,2426824,0m2.969s
24,50%,lzma,-9,32,2426397,0m2.910s
25,50%,lzma,-3,32,2617615,0m1.824s
26,100%,xz,-3,1,2618064,0m1.813s
27,100%,lzma,-9,16,2426397,0m2.972s
28,100%,lzma,-3,1,2617615,0m1.804s
29,50%,lzma,-6,1,2426397,0m2.923s
3,100%,xz,-6,32,2426824,0m2.916s
4,50%,lzma,-3,1,2617615,0m1.762s
5,75%,xz,-3,1,2618064,0m1.817s
6,100%,lzma,-6,16,2426397,0m2.918s
7,75%,xz,-6,32,2426824,0m2.933s
8,50%,xz,-3,32,2618072,0m1.797s
9,75%,xz,-9,32,2426824,0m2.986s
