configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,2149748,0m1.270s
1,50%,xz,-3,1,2131652,0m2.552s
10,100%,xz,-9,1,1738884,0m11.499s
11,50%,lzma,-6,16,1778958,0m11.073s
12,75%,xz,-3,32,2149748,0m1.251s
13,50%,lzma,-3,16,2131278,0m2.493s
14,50%,lzma,-6,32,1778958,0m11.026s
15,50%,xz,-6,32,1797072,0m8.410s
16,75%,lzma,-3,16,2131278,0m2.473s
17,75%,lzma,-6,32,1778958,0m11.220s
18,100%,lzma,-6,1,1778958,0m11.126s
19,75%,lzma,-3,1,2131278,0m2.484s
2,75%,xz,-9,16,1738892,0m11.549s
20,75%,lzma,-6,1,1778958,0m11.043s
21,75%,lzma,-6,16,1778958,0m11.040s
22,100%,xz,-9,32,1738892,0m11.525s
23,100%,xz,-9,16,1738892,0m11.560s
24,50%,lzma,-9,32,1738572,0m11.451s
25,50%,lzma,-3,32,2131278,0m2.451s
26,100%,xz,-3,1,2131652,0m2.567s
27,100%,lzma,-9,16,1738572,0m11.450s
28,100%,lzma,-3,1,2131278,0m2.467s
29,50%,lzma,-6,1,1778958,0m11.048s
3,100%,xz,-6,32,1797072,0m8.347s
4,50%,lzma,-3,1,2131278,0m2.470s
5,75%,xz,-3,1,2131652,0m2.552s
6,100%,lzma,-6,16,1778958,0m11.081s
7,75%,xz,-6,32,1797072,0m8.406s
8,50%,xz,-3,32,2149748,0m1.251s
9,75%,xz,-9,32,1738892,0m11.534s
