configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612677,0m1.325s
1,tiff,1,1,0,1,1612690,0m1.312s
10,png,1,0,1,1,1577770,0m3.119s
11,png,1,0,0,1,1577744,0m3.092s
12,png,0,1,0,0,2357328,0m5.082s
13,png,0,0,0,0,2357331,0m5.046s
14,png,0,0,0,1,2341683,0m4.898s
15,png,0,1,1,0,2357317,0m5.044s
2,tiff,1,0,1,1,1612647,0m1.301s
3,tiff,1,0,0,1,1612754,0m1.307s
4,tiff,0,1,0,0,2761897,0m1.396s
5,tiff,0,0,0,0,2762561,0m1.391s
6,tiff,0,0,0,1,2744967,0m1.472s
7,tiff,0,1,1,0,2762575,0m1.414s
8,png,1,1,1,1,1577748,0m3.102s
9,png,1,1,0,1,1577730,0m3.091s
