configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205581,0m1.136s
1,tiff,1,1,0,1,1205600,0m1.162s
10,png,1,0,1,1,1349700,0m2.492s
11,png,1,0,0,1,1349683,0m2.532s
12,png,0,1,0,0,3177712,0m5.032s
13,png,0,0,0,0,3177566,0m5.014s
14,png,0,0,0,1,3177560,0m4.950s
15,png,0,1,1,0,3177551,0m4.971s
2,tiff,1,0,1,1,1205821,0m1.138s
3,tiff,1,0,0,1,1205816,0m1.161s
4,tiff,0,1,0,0,3875961,0m1.300s
5,tiff,0,0,0,0,3875898,0m1.317s
6,tiff,0,0,0,1,3876518,0m1.297s
7,tiff,0,1,1,0,3876608,0m1.344s
8,png,1,1,1,1,1350023,0m2.512s
9,png,1,1,0,1,1349676,0m2.526s
