configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,15255300,0m8.230s
1,tiff,1,1,0,1,15255234,0m8.282s
10,png,1,0,1,1,15095094,0m24.906s
11,png,1,0,0,1,15095108,0m24.865s
12,png,0,1,0,0,14807420,0m31.570s
13,png,0,0,0,0,14807415,0m31.663s
14,png,0,0,0,1,14807432,0m31.458s
15,png,0,1,1,0,14807386,0m31.613s
2,tiff,1,0,1,1,15255429,0m8.303s
3,tiff,1,0,0,1,15255351,0m8.226s
4,tiff,0,1,0,0,14377464,0m8.738s
5,tiff,0,0,0,0,14377439,0m8.896s
6,tiff,0,0,0,1,14377452,0m8.964s
7,tiff,0,1,1,0,14377566,0m8.908s
8,png,1,1,1,1,15095084,0m24.915s
9,png,1,1,0,1,15095121,0m24.885s
