configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,739164,0m1.723s
1,tiff,1,1,0,1,739164,0m1.696s
10,png,1,0,1,1,739162,0m1.723s
11,png,1,0,0,1,739164,0m1.717s
12,png,0,1,0,0,3168070,0m5.380s
13,png,0,0,0,0,3168073,0m5.377s
14,png,0,0,0,1,3168071,0m5.391s
15,png,0,1,1,0,3168073,0m5.370s
2,tiff,1,0,1,1,739163,0m1.737s
3,tiff,1,0,0,1,739164,0m1.712s
4,tiff,0,1,0,0,4807718,0m1.819s
5,tiff,0,0,0,0,4807689,0m1.797s
6,tiff,0,0,0,1,4807711,0m1.800s
7,tiff,0,1,1,0,4807625,0m1.802s
8,png,1,1,1,1,739163,0m1.709s
9,png,1,1,0,1,739165,0m1.705s
