configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,112,0m3.133s
1,tiff,1,1,0,1,112,0m3.169s
10,png,1,0,1,1,112,0m3.133s
11,png,1,0,0,1,112,0m3.164s
12,png,0,1,0,0,112,0m3.164s
13,png,0,0,0,0,112,0m3.167s
14,png,0,0,0,1,112,0m3.137s
15,png,0,1,1,0,112,0m3.130s
2,tiff,1,0,1,1,112,0m3.177s
3,tiff,1,0,0,1,112,0m3.156s
4,tiff,0,1,0,0,112,0m3.142s
5,tiff,0,0,0,0,112,0m3.160s
6,tiff,0,0,0,1,112,0m3.191s
7,tiff,0,1,1,0,112,0m3.153s
8,png,1,1,1,1,112,0m3.175s
9,png,1,1,0,1,112,0m3.158s
