configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1612699,0m1.399s
1,tiff,1,1,0,1,1612696,0m1.340s
10,png,1,0,1,1,1577755,0m3.128s
11,png,1,0,0,1,1577753,0m3.105s
12,png,0,1,0,0,2357342,0m5.090s
13,png,0,0,0,0,2357330,0m5.050s
14,png,0,0,0,1,2341673,0m4.856s
15,png,0,1,1,0,2357337,0m5.082s
2,tiff,1,0,1,1,1612689,0m1.339s
3,tiff,1,0,0,1,1612689,0m1.314s
4,tiff,0,1,0,0,2762587,0m1.396s
5,tiff,0,0,0,0,2762577,0m1.426s
6,tiff,0,0,0,1,2745031,0m1.414s
7,tiff,0,1,1,0,2762007,0m1.438s
8,png,1,1,1,1,1577751,0m3.093s
9,png,1,1,0,1,1577752,0m3.135s
