configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,6362682,0m6.092s
1,tiff,1,1,0,1,6362676,0m6.125s
10,png,1,0,1,1,6662484,0m12.262s
11,png,1,0,0,1,6662712,0m12.396s
12,png,0,1,0,0,10651867,0m32.615s
13,png,0,0,0,0,10651934,0m31.833s
14,png,0,0,0,1,10651946,0m31.753s
15,png,0,1,1,0,10651987,0m31.918s
2,tiff,1,0,1,1,6362683,0m6.094s
3,tiff,1,0,0,1,6362689,0m6.173s
4,tiff,0,1,0,0,11409249,0m9.502s
5,tiff,0,0,0,0,11409604,0m9.382s
6,tiff,0,0,0,1,11409346,0m9.351s
7,tiff,0,1,1,0,11410015,0m9.495s
8,png,1,1,1,1,6662473,0m12.288s
9,png,1,1,0,1,6662514,0m12.373s
