configurationID,format,j,jp2,jbig2,ccitt,size,realtime
0,tiff,1,1,1,1,1205822,0m1.146s
1,tiff,1,1,0,1,1205598,0m1.173s
10,png,1,0,1,1,1349684,0m2.512s
11,png,1,0,0,1,1349678,0m2.512s
12,png,0,1,0,0,3177548,0m5.017s
13,png,0,0,0,0,3177563,0m4.983s
14,png,0,0,0,1,3177563,0m4.971s
15,png,0,1,1,0,3177568,0m5.033s
2,tiff,1,0,1,1,1205841,0m1.143s
3,tiff,1,0,0,1,1205983,0m1.145s
4,tiff,0,1,0,0,3875949,0m1.328s
5,tiff,0,0,0,0,3875937,0m1.411s
6,tiff,0,0,0,1,3875946,0m1.313s
7,tiff,0,1,1,0,3875934,0m1.332s
8,png,1,1,1,1,1349672,0m2.537s
9,png,1,1,0,1,1349699,0m2.556s
