configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3382420,0m4.101s
1,50%,xz,-3,1,3382412,0m4.077s
10,100%,xz,-9,1,2830604,0m8.468s
11,50%,lzma,-6,16,2831189,0m8.332s
12,75%,xz,-3,32,3382420,0m4.101s
13,50%,lzma,-3,16,3381840,0m4.077s
14,50%,lzma,-6,32,2831189,0m8.389s
15,50%,xz,-6,32,2831684,0m8.378s
16,75%,lzma,-3,16,3381840,0m4.092s
17,75%,lzma,-6,32,2831189,0m8.547s
18,100%,lzma,-6,1,2831189,0m8.412s
19,75%,lzma,-3,1,3381840,0m4.090s
2,75%,xz,-9,16,2830612,0m8.534s
20,75%,lzma,-6,1,2831189,0m8.369s
21,75%,lzma,-6,16,2831189,0m8.402s
22,100%,xz,-9,32,2830612,0m8.549s
23,100%,xz,-9,16,2830612,0m8.550s
24,50%,lzma,-9,32,2830116,0m8.535s
25,50%,lzma,-3,32,3381840,0m4.060s
26,100%,xz,-3,1,3382412,0m4.043s
27,100%,lzma,-9,16,2830116,0m8.577s
28,100%,lzma,-3,1,3381840,0m4.088s
29,50%,lzma,-6,1,2831189,0m8.372s
3,100%,xz,-6,32,2831684,0m8.377s
4,50%,lzma,-3,1,3381840,0m4.028s
5,75%,xz,-3,1,3382412,0m4.064s
6,100%,lzma,-6,16,2831189,0m8.366s
7,75%,xz,-6,32,2831684,0m8.408s
8,50%,xz,-3,32,3382420,0m4.080s
9,75%,xz,-9,32,2830612,0m8.574s
