configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,3001852,0m2.727s
1,50%,xz,-3,1,3001844,0m2.702s
10,100%,xz,-9,1,2750272,0m5.536s
11,50%,lzma,-6,16,2749760,0m5.413s
12,75%,xz,-3,32,3001852,0m2.695s
13,50%,lzma,-3,16,3001334,0m2.681s
14,50%,lzma,-6,32,2749760,0m5.424s
15,50%,xz,-6,32,2750236,0m5.433s
16,75%,lzma,-3,16,3001334,0m2.702s
17,75%,lzma,-6,32,2749760,0m5.434s
18,100%,lzma,-6,1,2749760,0m5.424s
19,75%,lzma,-3,1,3001334,0m2.692s
2,75%,xz,-9,16,2750280,0m5.553s
20,75%,lzma,-6,1,2749760,0m5.470s
21,75%,lzma,-6,16,2749760,0m5.425s
22,100%,xz,-9,32,2750280,0m5.503s
23,100%,xz,-9,16,2750280,0m5.547s
24,50%,lzma,-9,32,2749803,0m5.505s
25,50%,lzma,-3,32,3001334,0m2.693s
26,100%,xz,-3,1,3001844,0m2.753s
27,100%,lzma,-9,16,2749803,0m5.508s
28,100%,lzma,-3,1,3001334,0m2.676s
29,50%,lzma,-6,1,2749760,0m5.440s
3,100%,xz,-6,32,2750236,0m5.425s
4,50%,lzma,-3,1,3001334,0m2.680s
5,75%,xz,-3,1,3001844,0m2.720s
6,100%,lzma,-6,16,2749760,0m5.464s
7,75%,xz,-6,32,2750236,0m5.400s
8,50%,xz,-3,32,3001852,0m2.696s
9,75%,xz,-9,32,2750280,0m5.505s
