configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,14838428,0m3.230s
1,50%,xz,-3,1,14777004,0m10.006s
10,100%,xz,-9,1,13374160,0m28.626s
11,50%,lzma,-6,16,13497551,0m25.462s
12,75%,xz,-3,32,14838428,0m3.224s
13,50%,lzma,-3,16,14775082,0m9.896s
14,50%,lzma,-6,32,13497551,0m25.463s
15,50%,xz,-6,32,13577880,0m13.461s
16,75%,lzma,-3,16,14775082,0m10.042s
17,75%,lzma,-6,32,13497551,0m25.443s
18,100%,lzma,-6,1,13497551,0m25.440s
19,75%,lzma,-3,1,14775082,0m9.902s
2,75%,xz,-9,16,13374168,0m28.679s
20,75%,lzma,-6,1,13497551,0m25.459s
21,75%,lzma,-6,16,13497551,0m25.557s
22,100%,xz,-9,32,13374168,0m28.664s
23,100%,xz,-9,16,13374168,0m28.699s
24,50%,lzma,-9,32,13365111,0m28.661s
25,50%,lzma,-3,32,14775082,0m9.944s
26,100%,xz,-3,1,14777004,0m10.000s
27,100%,lzma,-9,16,13365111,0m28.468s
28,100%,lzma,-3,1,14775082,0m9.927s
29,50%,lzma,-6,1,13497551,0m25.703s
3,100%,xz,-6,32,13577880,0m13.582s
4,50%,lzma,-3,1,14775082,0m9.906s
5,75%,xz,-3,1,14777004,0m10.018s
6,100%,lzma,-6,16,13497551,0m25.422s
7,75%,xz,-6,32,13577880,0m13.608s
8,50%,xz,-3,32,14838428,0m3.273s
9,75%,xz,-9,32,13374168,0m28.619s
