configurationID,memory,format,level,depth,size,realtime
0,75%,xz,-3,16,10432656,0m5.287s
1,50%,xz,-3,1,10362252,0m12.671s
10,100%,xz,-9,1,8385868,0m36.246s
11,50%,lzma,-6,16,8627467,0m31.522s
12,75%,xz,-3,32,10432656,0m5.321s
13,50%,lzma,-3,16,10360607,0m12.664s
14,50%,lzma,-6,32,8627467,0m31.683s
15,50%,xz,-6,32,8712308,0m19.751s
16,75%,lzma,-3,16,10360607,0m12.671s
17,75%,lzma,-6,32,8627467,0m31.454s
18,100%,lzma,-6,1,8627467,0m31.479s
19,75%,lzma,-3,1,10360607,0m12.707s
2,75%,xz,-9,16,8385876,0m36.345s
20,75%,lzma,-6,1,8627467,0m31.553s
21,75%,lzma,-6,16,8627467,0m31.498s
22,100%,xz,-9,32,8385876,0m36.282s
23,100%,xz,-9,16,8385876,0m36.437s
24,50%,lzma,-9,32,8384529,0m36.139s
25,50%,lzma,-3,32,10360607,0m12.620s
26,100%,xz,-3,1,10362252,0m12.802s
27,100%,lzma,-9,16,8384529,0m36.299s
28,100%,lzma,-3,1,10360607,0m12.647s
29,50%,lzma,-6,1,8627467,0m31.514s
3,100%,xz,-6,32,8712308,0m19.624s
4,50%,lzma,-3,1,10360607,0m12.659s
5,75%,xz,-3,1,10362252,0m12.818s
6,100%,lzma,-6,16,8627467,0m31.403s
7,75%,xz,-6,32,8712308,0m19.815s
8,50%,xz,-3,32,10432656,0m5.334s
9,75%,xz,-9,32,8385876,0m36.235s
